"","pmid","variable_name","variable","value","annotators","var_freq","precision"
"1558","33798213","AGE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,8,0.8
"1559","33798213","COMORBIDITIES","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,4,0.4
"1560","33798213","ANTIHYPERTENSIVE THERAPIES","VARIABLE_CONCEPT_CATEGORY","TREATMENT",10,1,0.1
"1561","31444142","BLOOD PRESSURE","VARIABLE_CONCEPT_CATEGORY","PHYSIOLOGICAL MEASUREMENT",10,1,0.1
"1562","31444142","WHITE MATTER HYPERINTENSITY VOLUME","VARIABLE_CONCEPT_CATEGORY","NEUROIMAGING",10,2,0.2
"1563","31444142","AMYLOID-Β STATUS","VARIABLE_CONCEPT_CATEGORY","NEUROIMAGING",10,1,0.1
"1564","31444142","WHOLE-BRAIN VOLUME","VARIABLE_CONCEPT_CATEGORY","NEUROIMAGING",10,2,0.2
"1565","31444142","HIPPOCAMPAL VOLUME","VARIABLE_CONCEPT_CATEGORY","NEUROIMAGING",10,2,0.2
"1566","31444142","PRECLINICAL ALZHEIMER COGNITIVE COMPOSITE SCORE","VARIABLE_CONCEPT_CATEGORY","COGNITIVE ASSESSMENT",10,2,0.2
"1567","33067992","METABOLIC SYNDROME","VARIABLE_CONCEPT_CATEGORY",NA,10,6,0.6
"1568","33067992","CERAD-NB TOTAL SCORE","VARIABLE_CONCEPT_CATEGORY",NA,10,5,0.5
"1569","33067992","CONTINUOUSLY MEASURED METABOLIC SYNDROME COMPONENTS","VARIABLE_CONCEPT_CATEGORY",NA,10,2,0.2
"1570","33067992","DICHOTOMIZED METABOLIC SYNDROME COMPONENTS","VARIABLE_CONCEPT_CATEGORY",NA,10,2,0.2
"1571","33067992","NUMBER OF METABOLIC SYNDROME COMPONENTS PRESENT","VARIABLE_CONCEPT_CATEGORY",NA,10,2,0.2
"1572","33067992","METABOLIC SYNDROME SEVERITY SCORE","VARIABLE_CONCEPT_CATEGORY",NA,10,6,0.6
"1573","33067992","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY",NA,10,6,0.6
"1574","33067992","HIGH BLOOD PRESSURE","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1575","33067992","WAIST CIRCUMFERENCE","VARIABLE_CONCEPT_CATEGORY",NA,10,3,0.3
"1576","33067992","FASTING PLASMA GLUCOSE","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1577","33067992","TRIGLYCERIDE LEVELS","VARIABLE_CONCEPT_CATEGORY",NA,10,2,0.2
"1578","33067992","HDL CHOLESTEROL LEVELS","VARIABLE_CONCEPT_CATEGORY",NA,10,2,0.2
"1579","33067992","BIOCHEMICAL TESTS","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1580","33067992","AGE","VARIABLE_CONCEPT_CATEGORY",NA,10,6,0.6
"1581","33067992","GENDER","VARIABLE_CONCEPT_CATEGORY",NA,10,6,0.6
"1582","33067992","EDUCATION","VARIABLE_CONCEPT_CATEGORY",NA,10,6,0.6
"1583","33067992","SMOKING STATUS","VARIABLE_CONCEPT_CATEGORY",NA,10,5,0.5
"1584","33067992","ALCOHOL CONSUMPTION","VARIABLE_CONCEPT_CATEGORY",NA,10,5,0.5
"1585","33067992","MEMORY","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1586","33067992","ATTENTION","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1587","33067992","INFORMATION PROCESSING","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1588","33767305","AGE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,5,0.5
"1589","33767305","GENDER","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,4,0.4
"1590","33767305","EDUCATION","VARIABLE_CONCEPT_CATEGORY","SOCIOECONOMICS",10,1,0.1
"1591","33767305","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,1,0.1
"1592","33767305","DIABETES MELLITUS","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,1,0.1
"1593","33767305","ALCOHOLISM","VARIABLE_CONCEPT_CATEGORY","LIFESTYLE",10,1,0.1
"1594","33767305","OBESITY","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,1,0.1
"1595","33767305","ETHNICITY","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,1,0.1
"1596","33767305","RISK OF HEART FAILURE","VARIABLE_CONCEPT_CATEGORY","CLINICAL OUTCOME",10,1,0.1
"1597","36389342","PACE","VARIABLE_CONCEPT_CATEGORY","GAIT CHARACTERISTICS",10,1,0.1
"1598","36389342","RHYTHM","VARIABLE_CONCEPT_CATEGORY","GAIT CHARACTERISTICS",10,1,0.1
"1599","36389342","GMV","VARIABLE_CONCEPT_CATEGORY","NEUROIMAGING",10,1,0.1
"1600","36389342","VASCULAR DISEASE","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,7,0.7
"1601","36389342","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,3,0.3
"1602","36389342","DIABETES","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,3,0.3
"1603","36389342","MYOCARDIAL INFARCTION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,2,0.2
"1604","30368247","BMI","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,1,0.1
"1605","30368247","GLUCOSE","VARIABLE_CONCEPT_CATEGORY","BIOMARKERS",10,2,0.2
"1606","30368247","CHOLESTEROL","VARIABLE_CONCEPT_CATEGORY","BIOMARKERS",10,1,0.1
"1607","30368247","DEMENTIA","VARIABLE_CONCEPT_CATEGORY","CLINICAL OUTCOME",10,3,0.3
"1608","37441712","AGE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,9,0.9
"1609","37441712","GENDER","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,9,0.9
"1610","37441712","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,9,0.9
"1611","37441712","DIABETES MELLITUS","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,9,0.9
"1612","37441712","ALCOHOLISM","VARIABLE_CONCEPT_CATEGORY","LIFESTYLE",10,5,0.5
"1613","37441712","OBESITY","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,6,0.6
"1614","37441712","ETHNICITY","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,7,0.7
"1615","37441712","RISK OF HEART FAILURE","VARIABLE_CONCEPT_CATEGORY","CLINICAL OUTCOME",10,6,0.6
"1616","33655975","BMI","VARIABLE_CONCEPT_CATEGORY","CLINICAL ANTHROPOMETRY",10,1,0.1
"1617","33655975","FAT MASS INDEX","VARIABLE_CONCEPT_CATEGORY","BODY COMPOSITION",10,2,0.2
"1618","33655975","TRUNK FAT MASS INDEX","VARIABLE_CONCEPT_CATEGORY","BODY COMPOSITION",10,2,0.2
"1619","33655975","MMSE-KC","VARIABLE_CONCEPT_CATEGORY","COGNITIVE FUNCTION",10,2,0.2
"1620","33655975","WORDLIST MEMORY","VARIABLE_CONCEPT_CATEGORY","COGNITIVE FUNCTION",10,1,0.1
"1621","33655975","LOGISTIC MODELS","VARIABLE_CONCEPT_CATEGORY","STATISTICAL ANALYSIS",10,1,0.1
"1622","37830725","PHYSICAL FITNESS","VARIABLE_CONCEPT_CATEGORY","PHYSICAL HEALTH",10,5,0.5
"1623","37830725","BODY COMPOSITION","VARIABLE_CONCEPT_CATEGORY","PHYSICAL HEALTH",10,1,0.1
"1624","37830725","GENERAL HEALTH STATUS","VARIABLE_CONCEPT_CATEGORY","PHYSICAL HEALTH",10,1,0.1
"1625","37830725","FUNCTIONAL CAPACITY","VARIABLE_CONCEPT_CATEGORY","PHYSICAL HEALTH",10,1,0.1
"1626","37830725","NEUROMUSCULAR CAPACITY","VARIABLE_CONCEPT_CATEGORY","PHYSICAL HEALTH",10,1,0.1
"1627","37830725","DEMENTIA/COGNITIVE FUNCTION","VARIABLE_CONCEPT_CATEGORY","MENTAL HEALTH",10,1,0.1
"1628","37830725","QUALITY OF LIFE","VARIABLE_CONCEPT_CATEGORY","PATIENT-REPORTED OUTCOME",10,1,0.1
"1629","37698858","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,8,0.8
"1630","37698858","ANTIHYPERTENSIVE USE","VARIABLE_CONCEPT_CATEGORY","MEDICATION USAGE",10,2,0.2
"1631","37698858","BASELINE SYSTOLIC BLOOD PRESSURE","VARIABLE_CONCEPT_CATEGORY","VITAL SIGNS",10,1,0.1
"1632","37698858","BASELINE DIASTOLIC BLOOD PRESSURE","VARIABLE_CONCEPT_CATEGORY","VITAL SIGNS",10,1,0.1
"1633","37698858","ALL-CAUSE DEMENTIA","VARIABLE_CONCEPT_CATEGORY","CLINICAL OUTCOME",10,2,0.2
"1634","38229871","DEMENTIA","VARIABLE_CONCEPT_CATEGORY","NEUROLOGY",10,4,0.4
"1635","38229871","HEART FAILURE","VARIABLE_CONCEPT_CATEGORY","CARDIOLOGY",10,4,0.4
"1636","38229871","KIDNEY DISEASE","VARIABLE_CONCEPT_CATEGORY","NEPHROLOGY",10,4,0.4
"1637","38229871","CANCER","VARIABLE_CONCEPT_CATEGORY","ONCOLOGY",10,4,0.4
"1638","38229871","ARTERIAL HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","CARDIOLOGY",10,4,0.4
"1639","38229871","DIABETES","VARIABLE_CONCEPT_CATEGORY","ENDOCRINOLOGY",10,4,0.4
"1640","38229871","ISCHEMIC HEART DISEASE","VARIABLE_CONCEPT_CATEGORY","CARDIOLOGY",10,4,0.4
"1641","38229871","CEREBROVASCULAR DISEASE","VARIABLE_CONCEPT_CATEGORY","NEUROLOGY",10,4,0.4
"1642","38229871","PERIPHERAL VASCULAR DISEASE","VARIABLE_CONCEPT_CATEGORY","CARDIOLOGY",10,3,0.3
"1643","38229871","LEUKEMIA","VARIABLE_CONCEPT_CATEGORY","ONCOLOGY",10,3,0.3
"1644","31617930","AGE","VARIABLE_CONCEPT_CATEGORY",NA,10,3,0.3
"1645","31617930","GENDER","VARIABLE_CONCEPT_CATEGORY",NA,10,3,0.3
"1646","31617930","EDUCATION","VARIABLE_CONCEPT_CATEGORY",NA,10,5,0.5
"1647","31617930","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY",NA,10,8,0.8
"1648","31617930","DIABETES MELLITUS","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1649","31617930","ALCOHOLISM","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1650","31617930","OBESITY","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1651","31617930","ETHNICITY","VARIABLE_CONCEPT_CATEGORY",NA,10,3,0.3
"1652","31617930","VITAMIN D DEFICIENCY","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1653","31617930","RISK OF HEART FAILURE","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1654","29574441","ALZHEIMER'S DISEASE RISK","VARIABLE_CONCEPT_CATEGORY","CLINICAL OUTCOME",10,1,0.1
"1655","29574441","LIFESTYLE FACTORS","VARIABLE_CONCEPT_CATEGORY","BEHAVIORAL",10,1,0.1
"1656","29574441","VASCULAR RISK FACTORS","VARIABLE_CONCEPT_CATEGORY","CARDIOVASCULAR HEALTH",10,1,0.1
"1657","29574441","COGNITIVE FUNCTION","VARIABLE_CONCEPT_CATEGORY","NEUROCOGNITIVE FUNCTION",10,1,0.1
"1658","37203319","AGE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,10,1
"1659","37203319","ARTERIAL HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,9,0.9
"1660","37203319","CHRONIC RENAL FAILURE","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,10,1
"1661","37203319","DEMENTIA","VARIABLE_CONCEPT_CATEGORY","NEUROLOGICAL",10,3,0.3
"1662","37203319","CHRONIC OBSTRUCTIVE PULMONARY DISEASE","VARIABLE_CONCEPT_CATEGORY","RESPIRATORY",10,1,0.1
"1663","37203319","HEART FAILURE","VARIABLE_CONCEPT_CATEGORY","CARDIOVASCULAR",10,1,0.1
"1664","37203319","PRIOR STROKE","VARIABLE_CONCEPT_CATEGORY","NEUROLOGICAL",10,2,0.2
"1665","37203319","CHARLSON INDEX","VARIABLE_CONCEPT_CATEGORY","CLINICAL ASSESSMENT",10,6,0.6
"1666","37203319","GLUCOCORTICOID TREATMENT","VARIABLE_CONCEPT_CATEGORY","PHARMACOLOGICAL INTERVENTION",10,2,0.2
"1667","37203319","COVID-19 WAVE","VARIABLE_CONCEPT_CATEGORY","EPIDEMIOLOGICAL",10,1,0.1
"1668","30180830","FEV1","VARIABLE_CONCEPT_CATEGORY","PHYSIOLOGICAL FUNCTION",10,1,0.1
"1669","30180830","GRIP STRENGTH","VARIABLE_CONCEPT_CATEGORY","PHYSICAL FITNESS",10,4,0.4
"1670","30180830","WALKING SPEED","VARIABLE_CONCEPT_CATEGORY","PHYSICAL FITNESS",10,3,0.3
"1671","30180830","APOE Ε4 STATUS","VARIABLE_CONCEPT_CATEGORY","GENETICS",10,3,0.3
"1672","30180830","AGE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,6,0.6
"1673","30180830","SEX","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,5,0.5
"1674","30180830","HEIGHT","VARIABLE_CONCEPT_CATEGORY","PHYSICAL CHARACTERISTICS",10,1,0.1
"1675","30180830","AGE 11 IQ","VARIABLE_CONCEPT_CATEGORY","COGNITIVE ABILITIES",10,1,0.1
"1676","30180830","SMOKING STATUS","VARIABLE_CONCEPT_CATEGORY","LIFESTYLE",10,5,0.5
"1677","30180830","HISTORY OF HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","MEDICAL HISTORY",10,3,0.3
"1678","30180830","HISTORY OF DIABETES","VARIABLE_CONCEPT_CATEGORY","MEDICAL HISTORY",10,3,0.3
"1679","36699985","AGE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,10,1
"1680","36699985","GENDER","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,10,1
"1681","36699985","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,8,0.8
"1682","36699985","DIABETES MELLITUS","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,8,0.8
"1683","36699985","ALCOHOLISM","VARIABLE_CONCEPT_CATEGORY","LIFESTYLE",10,7,0.7
"1684","36699985","OBESITY","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,8,0.8
"1685","36699985","ETHNICITY","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,8,0.8
"1686","34176293","BLOOD PRESSURE VARIABILITY","VARIABLE_CONCEPT_CATEGORY","PHYSIOLOGICAL MEASURES",10,2,0.2
"1687","34176293","COGNITIVE DECLINE","VARIABLE_CONCEPT_CATEGORY","NEUROLOGICAL HEALTH",10,1,0.1
"1688","34176293","INCIDENT DEMENTIA","VARIABLE_CONCEPT_CATEGORY","NEUROLOGICAL HEALTH",10,1,0.1
"1689","37711969","BLOOD PRESSURE VARIABILITY","VARIABLE_CONCEPT_CATEGORY","PHYSIOLOGICAL MEASUREMENT",10,2,0.2
"1690","37711969","COGNITIVE FUNCTIONING","VARIABLE_CONCEPT_CATEGORY","COGNITIVE FUNCTION",10,2,0.2
"1691","37711969","VASCULAR STIFFNESS","VARIABLE_CONCEPT_CATEGORY","VASCULAR HEALTH",10,3,0.3
"1692","37711969","ARTERIAL STIFFNESS","VARIABLE_CONCEPT_CATEGORY","VASCULAR HEALTH",10,1,0.1
"1693","37711969","CEREBROVASCULAR PULSATILITY","VARIABLE_CONCEPT_CATEGORY","CEREBROVASCULAR HEALTH",10,1,0.1
"1694","35897033","T2DM","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,3,0.3
"1695","35897033","AGE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,8,0.8
"1696","35897033","GENDER","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,7,0.7
"1697","35897033","EDUCATION","VARIABLE_CONCEPT_CATEGORY","SOCIOECONOMICS",10,5,0.5
"1698","35897033","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,5,0.5
"1699","35897033","DEPRESSION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,1,0.1
"1700","35897033","GLOBAL COGNITIVE Z-SCORE","VARIABLE_CONCEPT_CATEGORY","COGNITIVE FUNCTION",10,2,0.2
"1701","35533660","SUBJECTIVE COGNITIVE DECLINE","VARIABLE_CONCEPT_CATEGORY","COGNITIVE FUNCTION",10,2,0.2
"1702","35533660","AGE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,10,1
"1703","35533660","GENDER","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,10,1
"1704","35533660","DEPRESSION","VARIABLE_CONCEPT_CATEGORY","MENTAL HEALTH",10,7,0.7
"1705","35533660","PHYSICAL ACTIVITY","VARIABLE_CONCEPT_CATEGORY","LIFESTYLE",10,8,0.8
"1706","35533660","VISION PROBLEMS","VARIABLE_CONCEPT_CATEGORY","PHYSICAL HEALTH",10,4,0.4
"1707","35533660","SEXUAL ORIENTATION","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,2,0.2
"1708","35533660","RACE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,3,0.3
"1709","34872609","BODY HEIGHT","VARIABLE_CONCEPT_CATEGORY","ANTHROPOMETRY",10,4,0.4
"1710","34872609","MINI MENTAL STATE EXAMINATION SCORE","VARIABLE_CONCEPT_CATEGORY","COGNITIVE FUNCTION",10,4,0.4
"1711","34872609","AGE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,10,1
"1712","34872609","EDUCATIONAL ATTAINMENT","VARIABLE_CONCEPT_CATEGORY","SOCIOECONOMICS",10,10,1
"1713","34872609","SMOKING STATUS","VARIABLE_CONCEPT_CATEGORY","LIFESTYLE",10,10,1
"1714","34872609","DRINKING STATUS","VARIABLE_CONCEPT_CATEGORY","LIFESTYLE",10,10,1
"1715","34872609","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,10,1
"1716","34872609","DIABETES","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,10,1
"1717","34872609","HYPERCHOLESTEROLEMIA","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,10,1
"1718","38443972","AGE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,10,1
"1719","38443972","GENDER","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,3,0.3
"1720","38443972","EDUCATION","VARIABLE_CONCEPT_CATEGORY","SOCIOECONOMICS",10,10,1
"1721","38443972","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,6,0.6
"1722","38443972","DIABETES MELLITUS","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,1,0.1
"1723","38443972","OBESITY","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,1,0.1
"1724","38443972","ETHNICITY","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,1,0.1
"1725","38443972","RISK OF HEART FAILURE","VARIABLE_CONCEPT_CATEGORY","CLINICAL OUTCOME",10,1,0.1
"1726","37079031","RETINAL THICKNESS","VARIABLE_CONCEPT_CATEGORY","BIOMARKERS",10,3,0.3
"1727","37079031","GLOBAL COGNITION","VARIABLE_CONCEPT_CATEGORY","NEUROCOGNITIVE",10,1,0.1
"1728","37079031","DISEASE DURATION","VARIABLE_CONCEPT_CATEGORY","CLINICAL COURSE",10,1,0.1
"1729","37079031","CAG REPEATS","VARIABLE_CONCEPT_CATEGORY","GENETICS",10,9,0.9
"1730","37079031","SMOKING STATUS","VARIABLE_CONCEPT_CATEGORY","LIFESTYLE",10,4,0.4
"1731","37079031","MACULAR VOLUME","VARIABLE_CONCEPT_CATEGORY","BIOMARKERS",10,1,0.1
"1732","37079031","RETINAL NERVE FIBER LAYER THICKNESS","VARIABLE_CONCEPT_CATEGORY","BIOMARKERS",10,1,0.1
"1733","36265125","PULMONARY DISEASE","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,9,0.9
"1734","36265125","DEMENTIA","VARIABLE_CONCEPT_CATEGORY","NEUROLOGY",10,2,0.2
"1735","36265125","GASTROINTESTINAL DISEASE","VARIABLE_CONCEPT_CATEGORY","GASTROENTEROLOGY",10,1,0.1
"1736","36265125","STROKE","VARIABLE_CONCEPT_CATEGORY","NEUROLOGY",10,2,0.2
"1737","36265125","HEPATOBILIARY DISEASE","VARIABLE_CONCEPT_CATEGORY","GASTROENTEROLOGY",10,1,0.1
"1738","36265125","HYPERLIPIDEMIA","VARIABLE_CONCEPT_CATEGORY","CARDIOLOGY/METABOLISM",10,1,0.1
"1739","36265125","AUTOIMMUNE DISEASE","VARIABLE_CONCEPT_CATEGORY","IMMUNOLOGY",10,2,0.2
"1740","36265125","CANCER","VARIABLE_CONCEPT_CATEGORY","ONCOLOGY",10,3,0.3
"1741","36265125","KIDNEY DISEASE","VARIABLE_CONCEPT_CATEGORY","NEPHROLOGY",10,1,0.1
"1742","36265125","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","CARDIOLOGY",10,1,0.1
"1743","36265125","PSYCHOTIC DISORDERS","VARIABLE_CONCEPT_CATEGORY","PSYCHIATRY",10,1,0.1
"1744","37448423","AGE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,10,1
"1745","37448423","GENDER","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,10,1
"1746","37448423","ETHNICITY","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,9,0.9
"1747","37448423","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,10,1
"1748","37448423","DIABETES MELLITUS","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,5,0.5
"1749","37448423","OBESITY","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,4,0.4
"1750","35102219","HYPERTENSION","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,7,0.7
"1751","35102219","DIABETES MELLITUS","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,5,0.5
"1752","35102219","AGE","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,8,0.8
"1753","35102219","GENDER","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,5,0.5
"1754","35102219","EDUCATION","VARIABLE_CONCEPT_CATEGORY","SOCIOECONOMICS",10,2,0.2
"1755","35102219","ALCOHOLISM","VARIABLE_CONCEPT_CATEGORY","LIFESTYLE",10,4,0.4
"1756","35102219","OBESITY","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,5,0.5
"1757","35102219","ETHNICITY","VARIABLE_CONCEPT_CATEGORY","DEMOGRAPHICS",10,3,0.3
"1758","35102219","VITAMIN D DEFICIENCY","VARIABLE_CONCEPT_CATEGORY","BIOMARKERS",10,2,0.2
"1759","35102219","RISK OF HEART FAILURE","VARIABLE_CONCEPT_CATEGORY","CLINICAL OUTCOME",10,3,0.3
"1760","33839636","ACUTE CONFUSIONAL SYNDROME","VARIABLE_CONCEPT_CATEGORY",NA,10,2,0.2
"1761","33839636","NEUROLOGICAL PATHOLOGY","VARIABLE_CONCEPT_CATEGORY",NA,10,5,0.5
"1762","33839636","RHEUMATOLOGIC DISEASES","VARIABLE_CONCEPT_CATEGORY",NA,10,5,0.5
"1763","33839636","GENERAL CONDITION DETERIORATION","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1764","33839636","DYSPNEA","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1765","33839636","DECREASED LEVEL OF CONSCIOUSNESS","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1766","33839636","FEVER","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1767","33839636","POLYPHARMACY","VARIABLE_CONCEPT_CATEGORY",NA,10,5,0.5
"1768","33839636","DIURETICS USE","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1769","33126696","DEPRESSION","VARIABLE_CONCEPT_CATEGORY","PSYCHOLOGICAL/BEHAVIORAL",10,1,0.1
"1770","33126696","TYPE 2 DIABETES MELLITUS","VARIABLE_CONCEPT_CATEGORY","ENDOCRINE/METABOLIC",10,1,0.1
"1771","36092174","BMI","VARIABLE_CONCEPT_CATEGORY","ANTHROPOMETRY",10,2,0.2
"1772","36092174","COMORBIDITIES","VARIABLE_CONCEPT_CATEGORY","HEALTH STATUS",10,2,0.2
"1773","36092174","TRAUMA MECHANISM","VARIABLE_CONCEPT_CATEGORY","EXTERNAL FACTORS",10,1,0.1
"1774","36092174","TREATMENT","VARIABLE_CONCEPT_CATEGORY","CLINICAL INTERVENTION",10,1,0.1
"1775","36092174","NUTRITIONAL STATUS","VARIABLE_CONCEPT_CATEGORY","NUTRITION",10,3,0.3
"1776","33798213",NA,"VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1777","31444142","BLOOD PRESSURE","VARIABLE_CONCEPT_CATEGORY",NA,10,4,0.4
"1778","31444142","WHITE MATTER HYPERINTENSITY VOLUME","VARIABLE_CONCEPT_CATEGORY",NA,10,3,0.3
"1779","31444142","AMYLOID","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1780","31444142","WHOLE-BRAIN VOLUME","VARIABLE_CONCEPT_CATEGORY",NA,10,5,0.5
"1781","31444142","HIPPOCAMPAL VOLUME","VARIABLE_CONCEPT_CATEGORY",NA,10,5,0.5
"1782","31444142","COGNITIVE SCORE","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1783","31444142","GENOTYPING","VARIABLE_CONCEPT_CATEGORY",NA,10,2,0.2
"1784","31444142","SOCIOECONOMIC POSITION","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1785","31444142","SMOKING STATUS","VARIABLE_CONCEPT_CATEGORY",NA,10,2,0.2
"1786","31444142","HYPERCHOLESTEROLEMIA","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1787","31444142","DIABETES","VARIABLE_CONCEPT_CATEGORY",NA,10,3,0.3
"1788","31444142","BODY MASS INDEX","VARIABLE_CONCEPT_CATEGORY",NA,10,3,0.3
"1789","31444142","ANTIHYPERTENSIVE MEDICATION USE","VARIABLE_CONCEPT_CATEGORY",NA,10,2,0.2
"1790","31444142","CHILDHOOD COGNITION SCORE","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1791","31444142","SEX","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1792","31444142","APOE Ε4 CARRIER","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1793","31444142","PULSE PRESSURE","VARIABLE_CONCEPT_CATEGORY",NA,10,1,0.1
"1794","31444142","AGE","VARIABLE_CONCEPT_CATEGORY",NA,10,4,0.4
"1795","33067992","METABOLIC SYNDROME","VARIABLE_CONCEPT_CATEGORY","UNDERLYING HEALTH",10,3,0.3
