"","pmid","annotator_id","characteristic","class","explanation","categories","counts","percentages"
"1276","33839636","YEE6410","Age","Demographic","Age distribution of the study sample.","75-84","113","100%"
"1277","33839636","YEE6410","Age","Demographic","Age distribution of the study sample.","85 and over","NA","NA"
"1278","33839636","YEE6410","Gender","Demographic","Gender distribution of the study sample.","Male","38","33.6%"
"1279","33839636","YEE6410","Gender","Demographic","Gender distribution of the study sample.","Female","75","66.4%"
"1280","33839636","YEE6410","Institutionalization Status","Other","The institutionalization status of the participants.","Institutionalized","49","43.4%"
"1281","33839636","YEE6410","Institutionalization Status","Other","The institutionalization status of the participants.","Non-Institutionalized","64","56.6%"
"1282","33839636","YEE6410","Major Medical Antecedents","Health-Related","Prevalent medical antecedents among the participants.","Neurological Pathology","48","42.5%"
"1283","33839636","YEE6410","Major Medical Antecedents","Health-Related","Prevalent medical antecedents among the participants.","Hypertension","102","90.3%"
"1284","33839636","YEE6410","Major Medical Antecedents","Health-Related","Prevalent medical antecedents among the participants.","Rheumatologic Diseases","84","75.2%"
"1285","33839636","YEE6410","Major Medical Antecedents","Health-Related","Prevalent medical antecedents among the participants.","Others",NA,"NA"
"1286","33839636","YEE6410","Reasons for Consultation","Health-Related","Primary reasons for clinical consultation.","General Deterioration","36","31.9%"
"1287","33839636","YEE6410","Reasons for Consultation","Health-Related","Primary reasons for clinical consultation.","Dyspnea","20","17.7%"
"1288","33839636","YEE6410","Reasons for Consultation","Health-Related","Primary reasons for clinical consultation.","Decreased Level of Consciousness","16","14.2%"
"1289","33839636","YEE6410","Reasons for Consultation","Health-Related","Primary reasons for clinical consultation.","Fever","14","12.4%"
"1290","33839636","YEE6410","Prevalence of Polypharmacy","Health-Related","Incidence of polypharmacy among the participants.","Polypharmacy (>3 Drugs)","101","89.4%"
"1291","33839636","YEE6410","Prevalence of Polypharmacy","Health-Related","Incidence of polypharmacy among the participants.","Polypharmacy (>5 Drugs)","63","55.8%"
"1292","33839636","YEE6410","Prevalence of Diagnosed Infections","Health-Related","Distribution of diagnosed infections among the participants.","Urinary Tract Infection","38","33.6%"
"1293","33839636","YEE6410","Prevalence of Diagnosed Infections","Health-Related","Distribution of diagnosed infections among the participants.","Lower Respiratory Tract Infection","37","32.6%"
"1294","33839636","YEE6410","Prevalence of Diagnosed Infections","Health-Related","Distribution of diagnosed infections among the participants.","Other Types","38","NA"
"1295","34611033","NDV6084","Gender","Demographic","The distribution of male and female participants.","Men","324","73.1%"
"1296","34611033","NDV6084","Gender","Demographic","The distribution of male and female participants.","Women","119","26.9%"
"1297","33126696","CRD8533","Gender","Demographic","The distribution of male and female participants.","Male","53","23.9%"
"1298","33126696","CRD8533","Gender","Demographic","The distribution of male and female participants.","Female","168","76.1%"
"1299","33126696","CRD8533","Marital Status","Demographic","The marital status distribution among participants.","Married","48","48%"
"1300","33126696","CRD8533","Marital Status","Demographic","The marital status distribution among participants.","Widowed","52","52%"
"1301","33126696","CRD8533","Geographic Distribution","Geographic","The distribution of participants by urban and rural areas.","Urban","167","75.6%"
"1302","33126696","CRD8533","Geographic Distribution","Geographic","The distribution of participants by urban and rural areas.","Rural","54","24.4%"
"1303","33126696","CRD8533","Diagnosis of Dementia","Health-Related","The prevalence of participants diagnosed with dementia.","With Dementia","96","43.4%"
"1304","33126696","CRD8533","Diagnosis of Dementia","Health-Related","The prevalence of participants diagnosed with dementia.","Without Dementia","125","56.6%"
"1305","33126696","CRD8533","Diagnosis of Alzheimer's Disease (AD)","Health-Related","The prevalence of participants diagnosed with Alzheimer's disease.","With AD","74","33.5%"
"1306","33126696","CRD8533","Diagnosis of Alzheimer's Disease (AD)","Health-Related","The prevalence of participants diagnosed with Alzheimer's disease.","Without AD","147","66.5%"
"1307","33126696","CRD8533","Level of Independence","Other","The distribution of participants by level of independence in daily life activities.","Total Dependency","103","61.5%"
"1308","33126696","CRD8533","Level of Independence","Other","The distribution of participants by level of independence in daily life activities.","Severe Dependence","69","32.7%"
"1309","33126696","CRD8533","Level of Independence","Other","The distribution of participants by level of independence in daily life activities.","Moderate Dependence","16","5.8%"
"1310","33126696","CRD8533","Prevalence of Depression","Health-Related","The prevalence of participants with a diagnosis of depression.","With Depression","39","17.6%"
"1311","33126696","CRD8533","Prevalence of Depression","Health-Related","The prevalence of participants with a diagnosis of depression.","Without Depression","182","82.4%"
"1312","33126696","CRD8533","Prevalence of Type 2 Diabetes Mellitus (T2DM)","Health-Related","The prevalence of participants with a diagnosis of T2DM.","With T2DM","40","18.1%"
"1313","33126696","CRD8533","Prevalence of Type 2 Diabetes Mellitus (T2DM)","Health-Related","The prevalence of participants with a diagnosis of T2DM.","Without T2DM","181","81.9%"
"1314","33126696","CRD8533","Prevalence of Hypertension","Health-Related","The prevalence of participants with a diagnosis of hypertension.","With Hypertension","136","61.5%"
"1315","33126696","CRD8533","Prevalence of Hypertension","Health-Related","The prevalence of participants with a diagnosis of hypertension.","Without Hypertension","85","38.5%"
"1316","33126696","CRD8533","Prevalence of Dyslipidemia","Health-Related","The prevalence of participants with a diagnosis of dyslipidemia.","With Dyslipidemia","85","38.7%"
"1317","33126696","CRD8533","Prevalence of Dyslipidemia","Health-Related","The prevalence of participants with a diagnosis of dyslipidemia.","Without Dyslipidemia","136","61.3%"
"1318","36092174","NAS3081","Age","Demographic","The distribution of age groups among the older patients with proximal femoral fractures.","<65",NA,NA
"1319","36092174","NAS3081","Age","Demographic","The distribution of age groups among the older patients with proximal femoral fractures.","65-74",NA,NA
"1320","36092174","NAS3081","Age","Demographic","The distribution of age groups among the older patients with proximal femoral fractures.","75-84",NA,NA
"1321","36092174","NAS3081","Age","Demographic","The distribution of age groups among the older patients with proximal femoral fractures.","85+",NA,NA
"1322","36092174","NAS3081","Gender","Demographic","The distribution of male and female patients with proximal femoral fractures.","Male",NA,NA
"1323","36092174","NAS3081","Gender","Demographic","The distribution of male and female patients with proximal femoral fractures.","Female",NA,NA
"1324","36092174","NAS3081","Ethnicity","Demographic","The ethnic backgrounds of the patients with proximal femoral fractures.","White",NA,NA
"1325","36092174","NAS3081","Ethnicity","Demographic","The ethnic backgrounds of the patients with proximal femoral fractures.","Non-White",NA,NA
"1326","36092174","NAS3081","Weight","Other","The distribution of weights among the patients with proximal femoral fractures.","Underweight",NA,NA
"1327","36092174","NAS3081","Weight","Other","The distribution of weights among the patients with proximal femoral fractures.","Normal Weight",NA,NA
"1328","36092174","NAS3081","Weight","Other","The distribution of weights among the patients with proximal femoral fractures.","Overweight",NA,NA
"1329","36092174","NAS3081","Presence of Comorbidities","Health-Related","The presence or absence of comorbid conditions in patients with proximal femoral fractures.","With Comorbidities",NA,NA
"1330","36092174","NAS3081","Presence of Comorbidities","Health-Related","The presence or absence of comorbid conditions in patients with proximal femoral fractures.","Without Comorbidities",NA,NA
"1331","36092174","NAS3081","Fracture Circumstances - Trauma Mechanism","Other","Different mechanisms of trauma leading to proximal femoral fractures.","Fall",NA,NA
"1332","36092174","NAS3081","Fracture Circumstances - Trauma Mechanism","Other","Different mechanisms of trauma leading to proximal femoral fractures.","Other",NA,NA
"1333","36092174","NAS3081","Fracture Circumstances - Anatomical Location","Other","The anatomical locations of proximal femoral fractures.","Femoral Head",NA,NA
"1334","36092174","NAS3081","Fracture Circumstances - Anatomical Location","Other","The anatomical locations of proximal femoral fractures.","Neck of Femur",NA,NA
"1335","36092174","NAS3081","Fracture Circumstances - Anatomical Location","Other","The anatomical locations of proximal femoral fractures.","Intertrochanteric",NA,NA
"1336","36092174","NAS3081","Fracture Circumstances - Treatment","Other","Different treatment modalities for proximal femoral fractures.","Surgical",NA,NA
"1337","36092174","NAS3081","Fracture Circumstances - Treatment","Other","Different treatment modalities for proximal femoral fractures.","Non-Surgical",NA,NA
