"","pmid","field","value","annotators","var_freq","precision"
"937","31617930","MAJOR RESULTS","ACQUIRED AND HERITABLE FACTORS EXPLAINED 29% OF VARIABILITY IN INTERGENERATIONAL AAO OF AD. FACTORS ASSOCIATED WITH EARLIER-THAN-EXPECTED INTERGENERATIONAL DIFFERENCE INCLUDED PATERNAL AND MATERNAL HISTORY OF DEMENTIA, MORE YEARS OF EDUCATION, AND RETROSPECTIVE AAO. LATER-THAN-EXPECTED DIFFERENCE WAS ASSOCIATED WITH PARENTAL HISTORY OF EARLY-ONSET DEMENTIA, PRESENCE OF 1 APOE Ε4 ALLELE, AND HISTORY OF HYPERTENSION.",10,1,0.1
"938","31617930","EFFECT SIZE","-9.52 TO 21.30",10,1,0.1
"939","29574441","MAJOR RESULTS","DIET AND INSULIN SENSITIVITY EXPLAINED VARIABILITY IN BRAIN CORTICAL THICKNESS IN MIDDLE-AGED ADULTS; MEDI ADHERENCE AND INSULIN SENSITIVITY POSITIVELY ASSOCIATED WITH MRI-BASED CORTICAL THICKNESS, EC THICKNESS PREDICTED MEMORY PERFORMANCE, OVERWEIGHT ASSOCIATED WITH LOWER COGNITION.",10,1,0.1
"940","29574441","EFFECT SIZE","0.26 - 0.58",10,1,0.1
"941","37203319","MAJOR RESULTS","AGE, CHRONIC OBSTRUCTIVE PULMONARY DISEASE, EPIDEMIOLOGICAL WAVES 2 AND 3 WERE SIGNIFICANTLY ASSOCIATED WITH HIGHER MORTALITY. GLUCOCORTICOID TREATMENT WAS A PROTECTIVE FACTOR AGAINST MORTALITY.",10,1,0.1
"942","30180830","STUDY DESIGN","COHORT STUDY WITH LONGITUDINAL FOLLOW-UP",10,1,0.1
"943","30180830","MAJOR RESULTS","INCREASED PHYSICAL FITNESS AT AGE 79 YEARS DID NOT REDUCE THE RISK FOR SUBSEQUENT DEMENTIA. APOE Ε4 STATUS WAS A SIGNIFICANT PREDICTOR FOR DEMENTIA.",10,1,0.1
"944","36699985","MAJOR RESULTS","CARE NEED COMBINATIONS FOR DEMENTIA PATIENTS WITH MULTIPLE CHRONIC DISEASES",10,1,0.1
"945","37711969","MAJOR RESULTS","HIGH SYSTOLIC AND DIASTOLIC SHORT- AND MID-TERM BPV WERE ASSOCIATED WITH POORER COGNITIVE FUNCTIONING, INDEPENDENT OF MEAN BP. SHORT-TERM BPV WAS LINKED TO POORER ATTENTION AND PSYCHOMOTOR SPEED, WHILE DAY-TO-DAY BPV WAS NEGATIVELY ASSOCIATED WITH EXECUTIVE FUNCTIONING. CIRCADIAN BP PATTERNS HAD NO SIGNIFICANT RELATIONSHIPS WITH COGNITION. SYSTOLIC SHORT-TERM BPV WAS POSITIVELY LINKED TO ARTERIAL STIFFNESS, AND DIASTOLIC DAY-TO-DAY BPV WAS ASSOCIATED WITH LOWER ARTERIAL STIFFNESS.",10,1,0.1
"946","35897033","POPULATION SIZE","400",10,1,0.1
"947","35897033","EFFECT SIZE","VARIOUS ODDS RATIOS REPORTED FOR DIFFERENT RISK FACTORS ASSOCIATED WITH GCS(Z) < ZERO",10,1,0.1
"948","35897033","LOWER CONFIDENCE INTERVAL","VARIOUS LOWER LIMITS OF CONFIDENCE INTERVALS REPORTED FOR DIFFERENT RISK FACTORS",10,1,0.1
"949","35897033","UPPER CONFIDENCE INTERVAL","VARIOUS UPPER LIMITS OF CONFIDENCE INTERVALS REPORTED FOR DIFFERENT RISK FACTORS",10,1,0.1
"950","35533660","POPULATION SIZE","21,920 FOR PRIMARY ANALYSIS, 12,694 FOR SECOND ANALYSIS",10,1,0.1
"951","35533660","MAJOR RESULTS","MULTIPLE RISK AND PROTECTIVE FACTORS OF COGNITIVE DECLINE WERE NOT ASSOCIATED WITH SCD WITHIN THE SAMPLE. PSYCHOSOCIAL VARIABLES LIKE DEPRESSION, PERCEIVED SOCIAL STATUS, AND PERSONALITY TRAITS SHOWED A CONSISTENT ASSOCIATION WITH SCD. GREATER SCD-RELATED WORRY WAS ASSOCIATED WITH SPECIFIC PERSONALITY TRAITS, DEPRESSION, AGE, GENDER, AND SEXUALITY.",10,1,0.1
"952","34872609","MAJOR RESULTS","HIGHER BODY HEIGHT WAS ASSOCIATED WITH A DECREASED PREVALENCE OF COGNITIVE IMPAIRMENT IN ELDERLY MEN, WITH EACH 1-DM INCREASE IN HEIGHT LINKED TO A 37% DECREASE IN COGNITIVE IMPAIRMENT PREVALENCE.",10,1,0.1
"953","38443972","MAJOR RESULTS","UNTREATED DIABETES PREVALENCE WAS HIGHER IN MALES.",10,1,0.1
"954","38443972","EFFECT SIZE",NA,10,1,0.1
"955","38443972","LOWER CONFIDENCE INTERVAL",NA,10,1,0.1
"956","38443972","UPPER CONFIDENCE INTERVAL",NA,10,1,0.1
"957","38443972","P-VALUE",NA,10,1,0.1
"958","37079031","MAJOR RESULTS","IN MANIFEST HUNTINGTON’S DISEASE, MACULAR THICKNESS WAS SIGNIFICANTLY ASSOCIATED WITH MOCA SCORES, INNER NUCLEAR LAYER SHOWING THE LARGEST REGRESSION COEFFICIENTS.",10,1,0.1
"959","36265125","MAJOR RESULTS","COVID-19 INFECTION RATE WAS HIGH FOR PATIENTS WITH PULMONARY DISEASE, DEMENTIA, GASTROINTESTINAL DISEASE, STROKE, HEPATOBILIARY DISEASE, DIABETES MELLITUS, AND CARDIOVASCULAR DISEASE. SEVERITY WAS HIGH FOR INDIVIDUALS WITH KIDNEY DISEASE, HYPERTENSION, DEMENTIA, AND CANCER. CONVERSELY, LOWER RATES WERE OBSERVED IN INDIVIDUALS WITH HYPERLIPIDEMIA, AUTOIMMUNE DISEASE, AND CANCER. STATIN USE IN HYPERLIPIDEMIA WAS ASSOCIATED WITH LOWER INFECTION RATES AND DISEASE SEVERITY OF COVID-19.",10,1,0.1
"960","36265125","EFFECT SIZE","VARIED",10,1,0.1
"961","36265125","LOWER CONFIDENCE INTERVAL","MULTIPLE",10,1,0.1
"962","36265125","UPPER CONFIDENCE INTERVAL","MULTIPLE",10,1,0.1
"963","36265125","P-VALUE","NOT EXPLICITLY PROVIDED",10,1,0.1
"964","37448423","LOWER CONFIDENCE INTERVAL","0.36",10,1,0.1
"965","37448423","UPPER CONFIDENCE INTERVAL","2.67",10,1,0.1
"966","33839636","MAJOR RESULTS","THE MOST FREQUENT MEDICAL ANTECEDENTS WERE NEUROLOGICAL PATHOLOGY AND HYPERTENSION, WITH THE MAIN REASONS FOR CONSULTATION BEING DETERIORATION IN GENERAL CONDITION, DYSPNEA, DECREASED LEVEL OF CONSCIOUSNESS, AND FEVER. POLYPHARMACY, PARTICULARLY WITH DIURETICS, BENZODIAZEPINES, OR HYPNOTICS, WAS HIGHLIGHTED. URINARY AND RESPIRATORY INFECTIONS PLAYED A SIGNIFICANT ROLE IN THE ETIOLOGY OF DELIRIUM.",10,1,0.1
"967","34611033","MAJOR RESULTS","MALE GENDER, STROKE SEVERITY, ADL SEVERITY, AND MTLA ARE POTENTIAL PREDICTORS OF POOR PARTICIPATION AFTER ACUTE ISCHEMIC STROKE.",10,1,0.1
"968","34611033","P-VALUE","NOT PROVIDED",10,1,0.1
"969","33126696","MAJOR RESULTS","DEPRESSION AND DIABETES MELLITUS WERE ASSOCIATED WITH INCREASED LIKELIHOOD OF DEVELOPING AD, WITH ODDS RATIO.",10,1,0.1
"970","33126696","EFFECT SIZE","2.8",10,1,0.1
"971","36092174","POPULATION SIZE","NOT PROVIDED",10,1,0.1
"972","36092174","MAJOR RESULTS","NUTRITIONAL STATUS OF OLDER ADULTS IS DIRECTLY RELATED TO THE RISK OF PROXIMAL FRACTURES OF THE FEMUR.",10,1,0.1
"973","36092174","EFFECT SIZE","NOT PROVIDED",10,1,0.1
"974","36092174","LOWER CONFIDENCE INTERVAL","NOT PROVIDED",10,1,0.1
"975","36092174","UPPER CONFIDENCE INTERVAL","NOT PROVIDED",10,1,0.1
"976","36092174","P-VALUE","NOT PROVIDED",10,1,0.1
"977","33798213","MAJOR RESULTS","HIGH BPV IS PRESENT IN ONE SIXTH OF NON-HYPERTENSIVE ADULTS AND ONE THIRD OF HYPERTENSIVE INDIVIDUALS, MORE COMMON IN THOSE WITH COMORBIDITIES. BPV VARIES ACROSS ANTIHYPERTENSIVE TREATMENT REGIMENS.",10,1,0.1
"978","33798213","EFFECT SIZE","NOT PROVIDED",10,1,0.1
"979","33798213","LOWER CONFIDENCE INTERVAL","NOT APPLICABLE",10,1,0.1
"980","33798213","UPPER CONFIDENCE INTERVAL","NOT APPLICABLE",10,1,0.1
"981","33798213","P-VALUE","LESS THAN 0.001",10,1,0.1
"982","31444142","MAJOR RESULTS","HIGHER SYSTOLIC AND DIASTOLIC BLOOD PRESSURE IN MIDLIFE ASSOCIATED WITH GREATER CEREBRAL SMALL VESSEL DISEASE BURDEN AND SMALLER BRAIN VOLUMES IN LATE LIFE.",10,1,0.1
"983","31444142","EFFECT SIZE","7% INCREASE IN MEAN WHITE MATTER HYPERINTENSITY VOLUME PER 10 MM HG GREATER SYSTOLIC BLOOD PRESSURE",10,1,0.1
"984","31444142","LOWER CONFIDENCE INTERVAL","1%",10,1,0.1
"985","31444142","UPPER CONFIDENCE INTERVAL","14%",10,1,0.1
"986","31444142","P-VALUE","0.024",10,1,0.1
"987","33067992","MAJOR RESULTS","METS SEVERITY WAS A BETTER PREDICTOR OF LOWER COGNITIVE FUNCTIONING THAN MOST METS COMPONENTS.",10,1,0.1
"988","33767305","MAJOR RESULTS","LSFG PULSE WAVEFORM PARAMETERS SIGNIFICANTLY CORRELATED WITH SYSTEMIC AND OCULAR FACTORS, INDICATING POTENTIAL USEFULNESS IN CIRCULATORY STATUS ASSESSMENT.",10,1,0.1
"989","36389342","MAJOR RESULTS","PACE WAS POSITIVELY ASSOCIATED WITH GMV IN SPECIFIC BRAIN REGIONS, WHILE RHYTHM WAS POSITIVELY ASSOCIATED WITH GMV IN OTHER BRAIN REGIONS. THE ASSOCIATION BETWEEN PACE AND GMV WAS INFLUENCED BY THE PRESENCE OF VASCULAR DISEASES LIKE HYPERTENSION, DIABETES, AND MYOCARDIAL INFARCTION.",10,1,0.1
"990","30368247","MAJOR RESULTS","INDIVIDUALS WITH HIGHER VARIABILITY OF EACH PARAMETER WERE AT HIGHER RISK OF FUTURE DEMENTIA. A DOSE–RESPONSE RELATIONSHIP WAS OBSERVED BETWEEN THE NUMBER OF PARAMETERS WITH HIGH VARIABILITY AND OUTCOME MEASURES.",10,1,0.1
"991","37441712","MAJOR RESULTS","PATIENTS WITH LOWER SEVERITY GRADES TENDED TO BE YOUNGER, WITH LOWER PREVALENCE OF HYPERTENSION AND DIABETES MELLITUS. HIGHER SEVERITY GRADES WERE ASSOCIATED WITH AN INCREASED NUMBER OF VASCULAR RISK FACTORS. CORTICAL THICKNESS AND WHITE MATTER HYPERINTENSITY VOLUME DIFFERENCES BETWEEN GRADE 0 AND GRADE 3 WERE NOT STATISTICALLY SIGNIFICANT.",10,1,0.1
"992","37441712","EFFECT SIZE","-",10,1,0.1
"993","37441712","LOWER CONFIDENCE INTERVAL","-",10,1,0.1
"994","37441712","UPPER CONFIDENCE INTERVAL","-",10,1,0.1
"995","37441712","P-VALUE","0.027",10,1,0.1
"996","33655975","MAJOR RESULTS","BMI, FMI, AND TFMI SHOWED SIGNIFICANT POSITIVE CORRELATIONS WITH COGNITIVE FUNCTIONS IN MALES BUT NOT FFMI. NO SIGNIFICANT CORRELATIONS WERE OBSERVED IN FEMALES. FAT MASS WAS MORE CORRELATED WITH COGNITIVE FUNCTION THAN FAT-FREE MASS.",10,1,0.1
"997","33655975","EFFECT SIZE","NA",10,1,0.1
"998","33655975","LOWER CONFIDENCE INTERVAL","NA",10,1,0.1
"999","33655975","UPPER CONFIDENCE INTERVAL","NA",10,1,0.1
"1000","33655975","P-VALUE","NA",10,1,0.1
"1001","37830725","MAJOR RESULTS","PARTICIPANTS HAVE LOW PHYSICAL FITNESS LEVELS AND HIGH METABOLIC AND CARDIOVASCULAR MARKERS. FUNCTIONAL AND NEUROMUSCULAR ABILITY APPEARS TO BE ASSOCIATED WITH QOL.",10,1,0.1
"1002","37698858","MAJOR RESULTS","UNTREATED HYPERTENSION ASSOCIATED WITH 42% INCREASED DEMENTIA RISK COMPARED TO HEALTHY CONTROLS.",10,1,0.1
"1003","38229871","POPULATION SIZE","NOT EXPLICITLY STATED",10,1,0.1
"1004","31617930","MAJOR RESULTS","MEASURED FACTORS EXPLAINED 29% OF THE INTERGENERATIONAL VARIABILITY IN AGE AT ONSET OF ALZHEIMER'S DISEASE, WITH ACQUIRED AND HERITABLE FACTORS PLAYING KEY ROLES.",10,1,0.1
"1005","31617930","EFFECT SIZE","-6.68",10,1,0.1
"1006","31617930","LOWER CONFIDENCE INTERVAL","-11.61",10,1,0.1
"1007","31617930","UPPER CONFIDENCE INTERVAL","-1.75",10,1,0.1
"1008","29574441","MAJOR RESULTS","AMONG LIFESTYLE AND VASCULAR RISK FACTORS, DIET AND INSULIN SENSITIVITY EXPLAINED VARIABILITY IN BRAIN CORTICAL THICKNESS IN MIDDLE-AGED ADULTS.",10,1,0.1
"1009","29574441","EFFECT SIZE","NA",10,1,0.1
"1010","29574441","LOWER CONFIDENCE INTERVAL","NA",10,1,0.1
"1011","29574441","UPPER CONFIDENCE INTERVAL","NA",10,1,0.1
"1012","29574441","P-VALUE","NA",10,1,0.1
"1013","37203319","MAJOR RESULTS","AGE, CHRONIC OBSTRUCTIVE PULMONARY DISEASE, AND SPECIFIC WAVES WERE FOUND TO BE SIGNIFICANTLY ASSOCIATED WITH HIGHER MORTALITY. GLUCOCORTICOID TREATMENT WAS IDENTIFIED AS A PROTECTIVE FACTOR.",10,1,0.1
"1014","30180830","MAJOR RESULTS","PHYSICAL FITNESS MEASURES LIKE GRIP STRENGTH, FEV1, AND WALKING SPEED AT AGE 79 WERE NOT ASSOCIATED WITH SUBSEQUENT DEMENTIA RISK; APOE Ε4 CARRIER STATUS REMAINED A SIGNIFICANT PREDICTOR FOR DEMENTIA.",10,1,0.1
"1015","36699985","MAJOR RESULTS","FOUR BASIC CARE NEEDS IDENTIFIED WERE SOCIAL RESOURCES REFERRAL AND LEGAL SUPPORT.",10,1,0.1
"1016","37711969","MAJOR RESULTS","HIGH SYSTOLIC AND DIASTOLIC SHORT- AND MID-TERM BPV WERE ASSOCIATED WITH POORER COGNITIVE FUNCTIONING, INDEPENDENT OF MEAN BP. SHORT-TERM BPV RELATED TO ATTENTION AND PSYCHOMOTOR SPEED, WHILE DAY-TO-DAY BPV WAS LINKED TO EXECUTIVE FUNCTIONING. CIRCADIAN BP PATTERNS HAD NO SIGNIFICANT RELATIONSHIPS WITH COGNITION AFTER COVARIATE ADJUSTMENTS. SYSTOLIC SHORT-TERM BPV ASSOCIATED WITH HIGHER ARTERIAL STIFFNESS, WHILE DIASTOLIC DAY-TO-DAY BPV LINKED WITH LOWER ARTERIAL STIFFNESS. NO SIGNIFICANT ASSOCIATIONS WITH CEREBROVASCULAR PULSATILITY.",10,1,0.1
"1017","37711969","EFFECT SIZE","0.75",10,1,0.1
"1018","37711969","LOWER CONFIDENCE INTERVAL","0.60",10,1,0.1
"1019","37711969","UPPER CONFIDENCE INTERVAL","0.90",10,1,0.1
"1020","37711969","P-VALUE","0.02",10,1,0.1
"1021","35897033","MAJOR RESULTS","COGNITIVE EVALUATION AND FOLLOW-UP SHOULD BE INCORPORATED FOR T2DM PATIENTS WITH SPECIFIC RISK FACTORS.",10,1,0.1
"1022","35897033","EFFECT SIZE","REFER TO OR VALUES IN THE MAIN TEXT FOR EACH RISK FACTOR",10,1,0.1
"1023","35897033","LOWER CONFIDENCE INTERVAL","REFER TO CI95% VALUES IN THE MAIN TEXT FOR EACH RISK FACTOR",10,1,0.1
"1024","35897033","UPPER CONFIDENCE INTERVAL","REFER TO CI95% VALUES IN THE MAIN TEXT FOR EACH RISK FACTOR",10,1,0.1
"1025","35897033","P-VALUE","NOT EXPLICITLY PROVIDED IN THE EXTRACTED TEXT",10,1,0.1
"1026","35533660","POPULATION SIZE","21920",10,1,0.1
"1027","35533660","MAJOR RESULTS","PSYCHOSOCIAL VARIABLES SUCH AS DEPRESSION, PERCEIVED SOCIAL STATUS, AND PERSONALITY TRAITS SHOWED CONSISTENT ASSOCIATION WITH SCD. GREATER SCD-RELATED WORRY WAS ASSOCIATED WITH SPECIFIC PERSONALITY TRAITS, DEPRESSION, AGE, GENDER, AND SEXUALITY.",10,1,0.1
"1028","34872609","MAJOR RESULTS","EACH 1-DM INCREASE IN HEIGHT WAS ASSOCIATED WITH A 37% DECREASE IN THE PREVALENCE OF COGNITIVE IMPAIRMENT IN ELDERLY MEN, WITH NO SIGNIFICANT ASSOCIATION OBSERVED IN ELDERLY WOMEN.",10,1,0.1
"1029","34872609","LOWER CONFIDENCE INTERVAL","0.52",10,1,0.1
"1030","34872609","UPPER CONFIDENCE INTERVAL","0.76",10,1,0.1
"1031","34872609","P-VALUE","0.002",10,1,0.1
"1032","36265125","POPULATION SIZE","8070 INDIVIDUALS WITH POSITIVE COVID-19 TEST RESULTS AND 8070 MATCHED CONTROLS",10,1,0.1
"1033","36265125","MAJOR RESULTS","THE STUDY FOUND VARYING INFECTION RATES AND SEVERITY OF COVID-19 ASSOCIATED WITH DIFFERENT COMORBIDITIES, WITH HYPERLIPIDEMIA SHOWING LOWER RATES AND SEVERITY.",10,1,0.1
"1034","36265125","P-VALUE","0.04",10,1,0.1
